Time,Step Number,Time left in step (min),Set Temperature (°C),Read Temperature (°C),Ramp Rate (°C/min),He,O2,CH2,C2H2,CO,CO2,H2,N,NI Temperature (°C)
05/09/25 03:45:45,No Profile,N/A,N/A,None,,None,None,None,None,None,None,None,None,None
